Product Name,Price,Rating,Review Count,Product URL,Positive Reviews,Neutral Reviews,Negative Reviews,category,no_of_Reviews
"Whirlpool 184 L 2 Star Direct-Cool Single Door Refrigerator (205 WDE CLS 2S SAPPHIRE BLUE-Z, Sapphire Blue, Large Vegetabl...",15400.0,4.2,"4,929",https://www.amazon.in/Whirlpool-Direct-Cool-Refrigerator-SAPPHIRE-Vegetable/dp/B0BSRVL2VV/ref=sr_1_17?qid=1679134275&s=kitchen&sr=1-17,84,7,9,Refrigerators,536.0
"Godrej 180 L 2 Star Direct-Cool Inverter Single Door Refrigerator(RD EDGE 205B WRF PP BL, Pep Blue, with Jumbo Vegetable T...",17500.0,4.1,642,https://www.amazon.in/Godrej-Refrigerator-EDGE-205B-WRF/dp/B0BS6XQVD1/ref=sr_1_18?qid=1679134275&s=kitchen&sr=1-18,56,16,21,Refrigerators,642.0
"Whirlpool 192 L 3 Star Inverter Direct-Cool Single Door Refrigerator (215 VMPRO PRM 3S INV MAGNUM STEEL-Z, Magnum Steel, A...",21600.0,4.0,943,https://www.amazon.in/Whirlpool-Inverter-Direct-Cool-Refrigerator-Technology/dp/B0BSRV8C8Y/ref=sr_1_19?qid=1679134275&s=kitchen&sr=1-19,84,7,9,Refrigerators,943.0
Samsung 189 L 5 Star Inverter Direct-Cool Single Door Refrigerator(RR21C2H25S8/HL),25999.0,4.3,852,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR21C2H25S8-HL/dp/B0BR3YBZKD/ref=sr_1_20?qid=1679134275&s=kitchen&sr=1-20,84,7,9,Refrigerators,852.0
"AmazonBasics 44 L 2 Star Direct-Cool Single Door Mini Refrigerator (2022, Black, 2022 Model)",11999.0,4.1,755,https://www.amazon.in/Amazon-Basics-Direct-Cool-Single-Refrigerator/dp/B09RJZVYM9/ref=sr_1_21?qid=1679134275&s=kitchen&sr=1-21,88,9,3,Refrigerators,755.0
"LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator (GL-D201ASCU, Scarlet Charm, Base stand with drawer)",22199.0,4.3,"2,170",https://www.amazon.in/LG-Inverter-Direct-Cool-Refrigerator-GL-D201ASCU/dp/B0BRNX1TMX/ref=sr_1_22?qid=1679134275&s=kitchen&sr=1-22,96,2,2,Refrigerators,536.0
"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+, Gross Volume-...",37099.0,4.2,"2,156",https://www.amazon.in/LG-Inverter-Frost-Free-Refrigerator-GL-I292RPZX/dp/B08X72GY5Q/ref=sr_1_23?qid=1679134275&s=kitchen&sr=1-23,88,8,4,Refrigerators,536.0
"Samsung 223 L 3 Star Inverter Direct-Cool Single Door Refrigerator (RR24C2Y23S8/NL, Silver, Elegant Inox)",22999.0,4.2,"1,931",https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR24C2Y23S8-NL/dp/B0BR3XYG77/ref=sr_1_24?qid=1679134275&s=kitchen&sr=1-24,91,6,3,Refrigerators,536.0
"Samsung 345L 3 Star Inverter Frost Free Double Door Refrigerator (RT37T4513S8/HL, Elegant Inox, Convertible 5In 1)",47990.0,4.3,"2,606",https://www.amazon.in/Samsung-Refrigerator-RT37T4513S8-HL-Convertible/dp/B08345Q835/ref=sr_1_25?qid=1679134275&s=kitchen&sr=1-25,93,4,3,Refrigerators,536.0
"Whirlpool 184 L 2 Star Direct-Cool Single Door Refrigerator (205 WDE PRM 2S SAPPHIRE BLOOM-Z, 2023 Model)",17000.0,3.1,8,https://www.amazon.in/Whirlpool-Direct-Cool-Refrigerator-SAPPHIRE-BLOOM-Z/dp/B0BSRV1YGK/ref=sr_1_26?qid=1679134275&s=kitchen&sr=1-26,96,3,1,Refrigerators,8.0
"Samsung 223 L 3 Star Inverter Direct-Cool Single Door Refrigerator (RR24C2Y23CR/NL, Camellia Purple)",23999.0,4.6,3,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR24C2Y23CR-NL/dp/B0BR3WMTZS/ref=sr_1_27?qid=1679134275&s=kitchen&sr=1-27,86,6,8,Refrigerators,3.0
"Whirlpool 240 L Frost Free Multi-Door Refrigerator(FP 263D Protton Roy, Alpha Steel)",30500.0,4.2,"4,609",https://www.amazon.in/Whirlpool-Refrigerator-263D-Protton-Roy/dp/B078YHT1FR/ref=sr_1_28?qid=1679134275&s=kitchen&sr=1-28,91,4,5,Refrigerators,536.0
"Whirlpool 184 L 2 Star Direct-Cool Single Door Refrigerator (205 WDE CLS 2S SHERRY WINE-Z, Sherry Wine, Large Vegetable Bo...",17750.0,3.5,2,https://www.amazon.in/Whirlpool-Direct-Cool-Single-Refrigerator-Vegetable/dp/B0BSRW3N14/ref=sr_1_29?qid=1679134275&s=kitchen&sr=1-29,90,6,4,Refrigerators,2.0
"Samsung 183 L 2 Star Inverter Direct-Cool Single Door Refrigerator (RR20C20C26R/NL, Mystic Overlay Red)",18999.0,4.3,377,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR20C20C26R-NL/dp/B0BR3Z3ZX1/ref=sr_1_30?qid=1679134275&s=kitchen&sr=1-30,13,5,2,Refrigerators,377.0
"Hisense 46 L 2 Star Direct-Cool Single Door Mini Refrigerator (RR46D4SSN, Silver, 2022 Model)",10990.0,4.2,72,https://www.amazon.in/Hisense-Direct-Cool-Single-Refrigerator-RR46D4SSN/dp/B0B3M1WCCP/ref=sr_1_28?qid=1679134276&s=kitchen&sr=1-28,89,6,5,Refrigerators,72.0
"Samsung 236 L 2 Star Inverter Frost-Free Double Door Refrigerator (RT28C3032GS/HL, Gray Silver)",30990.0,5.0,2,https://www.amazon.in/Samsung-Frost-Free-Refrigerator-RT28C3032GS-HL/dp/B0BR3Z729L/ref=sr_1_29?qid=1679134276&s=kitchen&sr=1-29,89,8,3,Refrigerators,2.0
"Godrej 30 L Qube Personal Standard Single door Cooling Solution (TEC Qube 30L HS Q103, Black)",8250.0,3.9,"2,013",https://www.amazon.in/Godrej-Qube-Personal-Cooling-Solution/dp/B07R3WXXH5/ref=sr_1_30?qid=1679134276&s=kitchen&sr=1-30,93,4,3,Refrigerators,536.0
"Samsung 183 L 3 Star Inverter Direct-Cool Single Door Refrigerator (RR20C1823U8/HL, Saffron Blue, Base Stand with Drawer)",20999.0,4.3,532,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR20C1823U8-HL/dp/B0BR3XVFPW/ref=sr_1_31?qid=1679134276&s=kitchen&sr=1-31,82,12,6,Refrigerators,532.0
Godrej 236 L 2 Star Inverter Frost Free Double Door Refrigerator with Jumbo Vegetable Tray (RF EON 236B 25 HI RY DR - Blu...,21800.0,4.0,"1,616",https://www.amazon.in/Godrej-Frost-Free-Refrigerator-EON-236B/dp/B083SR3XRX/ref=sr_1_32?qid=1679134276&s=kitchen&sr=1-32,90,6,4,Refrigerators,536.0
"LG 224 L 4 Star Inverter Direct-Cool Single Door Refrigerator (GL-D241ASCY, Scarlet Charm, Base stand with Drawer, Total c...",25790.0,4.4,"1,122",https://www.amazon.in/LG-Inverter-Direct-Cool-Refrigerator-GL-D241ASCY/dp/B084YBZ5YV/ref=sr_1_33?qid=1679134276&s=kitchen&sr=1-33,92,4,5,Refrigerators,536.0
"Haier 185 L 2 Star Single Door Refrigerator (HED-192RS-P, Red Steel,2023 Model)",16990.0,4.1,824,https://www.amazon.in/Haier-Single-Refrigerator-HED-192RS-P-Steel/dp/B0BTHN8SVY/ref=sr_1_34?qid=1679134276&s=kitchen&sr=1-34,86,10,4,Refrigerators,824.0
GOLDY Mini Refrigerator Portable Fridge 12V Auto Mini Car Travel Fridge ABS Multi-Function Home Cooler Freezer Warmer Cool...,4999.0,2.5,9,https://www.amazon.in/Refrigerator-Portable-Multi-Function-Freezer-Cooling/dp/B0B435753Y/ref=sr_1_35?qid=1679134276&s=kitchen&sr=1-35,47,18,12,Refrigerators,9.0
"Samsung 215 L 4 Star Inverter Direct-Cool Single Door Digi-Touch Refrigerator (RR23C2F249U/HL, Paradise Blue, Base Stand w...",26999.0,4.3,68,https://www.amazon.in/Samsung-Direct-Cool-Digi-Touch-Refrigerator-RR23C2F249U/dp/B0BR3YWP27/ref=sr_1_36?qid=1679134276&s=kitchen&sr=1-36,77,12,11,Refrigerators,68.0
"Samsung 183 L 3 Star Inverter Direct-Cool Single Door Refrigerator (RR20C1723R8/HL, Saffron Red)",19999.0,5.0,1,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR20C1723R8-HL/dp/B0BR3WC9BN/ref=sr_1_37?qid=1679134276&s=kitchen&sr=1-37,80,11,9,Refrigerators,1.0
"Whirlpool 184 L 3 Star Direct-Cool Single Door Refrigerator (205 WDE PRM 3S SAPPHIRE RADIANCE-Z, Sapphire Radiance, Large ...",18150.0,4.5,2,https://www.amazon.in/Whirlpool-Direct-Cool-Refrigerator-RADIANCE-Z-Vegetable/dp/B0BSRTWX56/ref=sr_1_38?qid=1679134276&s=kitchen&sr=1-38,81,15,4,Refrigerators,2.0
"Lifelong 505L Frost free Side by Side Refrigerator with Inverter Compressor (Silver, 1 year product, 10 years compressor w...",65000.0,4.2,14,https://www.amazon.in/Lifelong-Refrigerator-Compressor-compressor-LLSBSR505/dp/B09DCG7WCK/ref=sr_1_39?qid=1679134276&s=kitchen&sr=1-39,93,3,4,Refrigerators,14.0
"Whirlpool 245 L 3 Star Frost-Free Inverter Double Door Refrigerator (NEO DF258 ROY GERMAN STEEL (3S-N, German Steel, 2022 ...",29450.0,4.2,"1,045",https://www.amazon.in/Whirlpool-Frost-Free-Inverter-Double-Refrigerator/dp/B0B3RKZF3C/ref=sr_1_43?qid=1679134276&s=kitchen&sr=1-43,37,8,6,Refrigerators,536.0
Whirlpool 265 L 3 Star Inverter Frost-Free Double Door Refrigerator with Intellisense inverter technology(INTELLIFRESH INV...,28250.0,4.1,"5,823",https://www.amazon.in/Whirlpool-Refrigerator-INV-CNV-278/dp/B083JN87RJ/ref=sr_1_44?qid=1679134276&s=kitchen&sr=1-44,19,4,8,Refrigerators,536.0
"Haier 175 L 2 Star Single Door Refrigerator (HED-182ME-N, Marine Erica,2023 Model)",16490.0,4.0,11,https://www.amazon.in/Haier-Single-Refrigerator-HED-182ME-N-Marine/dp/B0BTHKBVRD/ref=sr_1_45?qid=1679134276&s=kitchen&sr=1-45,77,12,11,Refrigerators,11.0
"Whirlpool 184 L 2 Star Direct-Cool Single Door Refrigerator (205 WDE PRM 2S WINE BLOOM-Z, 2023 Model)",17000.0,4.5,4,https://www.amazon.in/Whirlpool-Direct-Cool-Single-Refrigerator-BLOOM-Z/dp/B0BSRTBHPY/ref=sr_1_46?qid=1679134276&s=kitchen&sr=1-46,83,14,3,Refrigerators,4.0
"Whirlpool 260 L Frost-Free Multi-Door Refrigerator (FP 283D PROTTON ROY, German Steel)",36300.0,4.1,"1,521",https://www.amazon.in/Whirlpool-Refrigerator-283D-PROTTON-ROY/dp/B07NBZSVCL/ref=sr_1_47?qid=1679134276&s=kitchen&sr=1-47,77,13,10,Refrigerators,536.0
Havells-Lloyd 91 L 1 Star Direct-Cool Single Door Fridge (GLDC111RMGW1EB METALLIC GREY),12490.0,2.7,9,https://www.amazon.in/Direct-Cool-Single-Fridge-GLDC111RMGW1EB-METALLIC/dp/B08PP223WX/ref=sr_1_48?qid=1679134276&s=kitchen&sr=1-48,84,7,9,Refrigerators,9.0
"LG 185 L 4 Star Inverter Direct-Cool Single Door Refrigerator (GL-D199OERY, Ebony Regal, Base stand with drawer)",21299.0,4.3,"2,249",https://www.amazon.in/LG-Inverter-Direct-Cool-Refrigerator-GL-D199OERY/dp/B0BS1VT5YW/ref=sr_1_49?qid=1679134276&s=kitchen&sr=1-49,56,16,21,Refrigerators,536.0
"Samsung 246 L 3 Star Inverter Direct-Cool Single Door Refrigerator (RR26C3893UT/HL, Pebble Blue, Base Stand with Drawer)",27999.0,4.2,"1,180",https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR26C3893UT-HL/dp/B0BR3YBQMN/ref=sr_1_50?qid=1679134276&s=kitchen&sr=1-50,84,7,9,Refrigerators,536.0
Tropicool PC05W PC-05 Portable Chiller cum Warmer (White),4500.0,3.5,701,https://www.amazon.in/Tropicool-PC-05-Portable-Chiller-Warmer/dp/B01JG7SRC0/ref=sr_1_51?qid=1679134276&s=kitchen&sr=1-51,84,7,9,Refrigerators,701.0
"Godrej 185 L 2 Star Direct Cool Single Door Refrigerator (RD Edge 200B 23 WRF JT ST, Jet Steel, Large Vegetable Tray, 2022...",16000.0,3.5,20,https://www.amazon.in/Godrej-Direct-Single-Refrigerator-Vegetable/dp/B0B9Y6QWHP/ref=sr_1_52?qid=1679134276&s=kitchen&sr=1-52,88,9,3,Refrigerators,20.0
"Samsung 183 L 3 Star Inverter Direct-Cool Single Door Refrigerator (RR20C1723U8/HL, Saffron Blue)",19999.0,4.5,4,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR20C1723U8-HL/dp/B0BR3WQC2R/ref=sr_1_53?qid=1679134276&s=kitchen&sr=1-53,96,2,2,Refrigerators,4.0
"Kelvinator 95 litres 1 Star Single Door Refrigerator, Silver Grey KRC-A110SGP",16490.0,4.1,168,https://www.amazon.in/Kelvinator-litres-Single-Refrigerator-KRC-A110SGP/dp/B08JKNYCNV/ref=sr_1_54_mod_primary_new?qid=1679134276&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-54,88,8,4,Refrigerators,168.0
"Whirlpool 207 L 5 Star Inverter Direct-Cool Single Door Refrigerator (230 IMPRO ROY 5S INV SAPPHIRE ABYSS-Z, Sapphire Abys...",25050.0,4.2,"2,733",https://www.amazon.in/Whirlpool-Inverter-Direct-Cool-Refrigerator-Freshness/dp/B0BSRVNCYC/ref=sr_1_52?qid=1679134278&s=kitchen&sr=1-52,91,6,3,Refrigerators,536.0
"iQOO Z9x 5G (Tornado Green, 6GB RAM, 128GB Storage) | Snapdragon 6 Gen 1 with 560k+ AnTuTu Score | 6000mAh Battery with 7.99mm Slim Design | 44W FlashCharge",13499.0,4.2,5945,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MjU5MzUyNzMxMzQ4OTgxOjE3MzgzMDIwNTc6c3BfYXRmOjMwMDE5MzUwNTg4ODUzMjo6MDo6&url=%2FiQOO-Tornado-Storage-Snapdragon-FlashCharge%2Fdp%2FB07WHQHNZC%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.Zu16M0f4gcJTITvmFzGqs0GfgTyzJ2LV-2NF2k86H_KoZiE2F1WcTvX54lJeSoj_Zl-EJGg_s4GtP4JGmMeUg5Ts5Mw9Vn56Tx2XfKQxt5F6ZINobLOiDmZanqdUgYh_-5ecahAoRv2jmAgvn5XvQyVD3-qKGls0x__wwf_E7J5GkfEaZQ4iYlHKVjE0oBUdXLl0A2rtGhZw-Khz4fiCQqRJxUOBQYG4RArMDryn3Cc.mGqwQN_yC4pCMFdh_w180SR6M3oOqgL-iV-_KPUX8e8%26dib_tag%3Dse%26keywords%3Dmobile%2Bphones%26qid%3D1738302057%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,84,7,9,Mobile Phones,5945.0
"Samsung Galaxy M05 (Mint Green, 4GB RAM, 64 GB Storage) | 50MP Dual Camera | Bigger 6.7"" HD+ Display | 5000mAh Battery | 25W Fast Charging | 2 Gen OS Upgrade & 4 Year Security Update | Without Charger",6499.0,4.0,1764,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MzkzNzc4Mzk0ODUyNjg0OjE3MzgzMDIyNjI6c3BfYXRmOjMwMDM1Mzg5NjYwMjkzMjo6MDo6&url=%2FSamsung-Storage-Display-Charging-Security%2Fdp%2FB0DFY3XCB6%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.Zu16M0f4gcJTITvmFzGqs0GfgTyzJ2LV-2NF2k86H_KoZiE2F1WcTvX54lJeSoj_Zl-EJGg_s4GtP4JGmMeUg5Ts5Mw9Vn56Tx2XfKQxt5F6ZINobLOiDmZanqdUgYh_-5ecahAoRv2jmAgvn5XvQyVD3-qKGls0x__wwf_E7J5GkfEaZQ4iYlHKVjE0oBUdXLl0A2rtGhZw-Khz4fiCQqRJxUOBQYG4RArMDryn3Cc.mGqwQN_yC4pCMFdh_w180SR6M3oOqgL-iV-_KPUX8e8%26dib_tag%3Dse%26keywords%3Dmobile%2Bphones%26qid%3D1738302262%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,78,12,10,Mobile Phones,1764.0
"Redmi A4 5G (Sparkle Purple, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging",8999.0,4.0,992,https://www.amazon.in/Redmi-Sparkle-Storage-Segment-Charging/dp/B0DLW44CGS/ref=sr_1_4?dib=eyJ2IjoiMSJ9.Zu16M0f4gcJTITvmFzGqs0GfgTyzJ2LV-2NF2k86H_JnWRpwhvAy-5JRWJazyiIpeniEFcSgOFLPb6E0dMyuMS-Dv7xOvJETPhJA8egkOy56ZINobLOiDmZanqdUgYh_-5ecahAoRv2jmAgvn5XvQyVD3-qKGls0x__wwf_E7J5GkfEaZQ4iYlHKVjE0oBUdXLl0A2rtGhZw-Khz4fiCQqRJxUOBQYG4RArMDryn3Cc.82wpTC3a3G7wxV_5uDESA3AzS5ixgjy_isFVRJfeOUo&dib_tag=se&keywords=mobile+phones&qid=1738302678&sr=8-4,73,16,11,Mobile Phones,992.0
"realme NARZO N61 (Voyage Blue,6GB RAM+128GB Storage) 90Hz Eye Comfort Display | IP54 Dust & Water Resistance | 48-Month Fluency | Charger in The Box",8498.0,4.0,1745,https://www.amazon.in/realme-Storage-Comfort-Resistance-48-Month/dp/B0D947DTLT/ref=sr_1_5?dib=eyJ2IjoiMSJ9.Zu16M0f4gcJTITvmFzGqs0GfgTyzJ2LV-2NF2k86H_JnWRpwhvAy-5JRWJazyiIpeniEFcSgOFLPb6E0dMyuMWwY0TDCSlUbjfq07z9-qulUf2wDzFNZeymjMyd70TagTbXuXkC6zAW6KQUg0oHNbOy7A2_lxq7-dd_zD3BR54eH0ReHXGt1tIObTvGGMPi9IeJ1QS6495BQ6a6utuX-eGqAqdO4wNzJ6DIr3oIuVa8.KNXlWeoF00uwSLnBX6Wcf2a0ndURW7KS9BHAOrA13xk&dib_tag=se&keywords=mobile+phones&qid=1738302887&sr=8-5,82,14,4,Mobile Phones,1745.0
"iPhone 16 Pro 128 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Desert Titanium",112900.0,4.2,104,https://aax-eu.amazon.in/x/c/JN_a1kx3d8K11s5JfVxooWkAAAGUuvAf6AMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDIgICCJ4SvQ/clv1_CEuOPUxokZA0iHrVAbY3_B7wTCtkSIoKppQDpAyl9uN88X9ww1_nXvw18HHE8xvVjq0yzpNb3X7OfU1MAGcAXBl5CB2xGpHsCXEydEJ1GmuOHYZ1hEfB8IkGXCROUeW6XJfef1D8rsFSE0M9llvwdksJOldODd93Q196UuYlQRaY37qDjF4oXlv5OpjsdqwyCjQHbdXAhZRSWWhBJNwAffQdjs-hn4wsEjvWNPQG9gUahJtJn6j8Z0wG3nKH1EB2AHnpPv3v4jxS3149E-FoSgadIl-zjAz9B7yl_bPrUYAZJ0SW56eH2BSUey3THJudnsk5zs1OFtrcl6vUC-WvLvt39ehJXjkPlI8C-9FHE6Fj0W5fDGy7yyiVpLYGRBybcyQxqnq6j0UNuzT-N52bUz1lAp3XhtVXPtM6C2xN4Sp2M752rihBP2dM-J0mRnMYGeGRQNXmq86WXy4dCTTLqaFKWEG2vEWUYQR5WaRd-NWXKXNt_6mgwAGvbmtDCdGXvtFS_CF8CoIymgGwjQSZ6zz9CBRvUEkOcgmDU2TPNZf2bSaWBD9t80ENAnfyX2DZEaVnuuFlcRCdkrZwltwGIyffMSBcrRFM49kMurj5gHo1hoWBxbIZR1XV_iKvQayLC11neO49eytM8-1iGKpPnjcXooD2GU1OUVwDn9dYiqs6KV4TaRv4s1MzpAKEZbh87Qok83RH1u4F1rcGHVKyI30y_pPiD_rE34fBFXEMHzP_qQLDbPdr8BJm-NIGG4Cpvf5vKwPIpG7x7xLCM3TuASh2rzfNL3VYn-NgSMUsZBWi21ogFNBtg2Bls6eKUmO6cPi6TFcXwAHKpNZ2dNBMpsGMm0g2uu2FSrqklLWG1HyQ23r41m4R4w7jlm-7mTz3qME1puMiiBPFT8sBcP1DCtqEx8Lg2BNUGRg7KgXQowrZsixEVWkCU2BJQSbNy2eXqAWmRYH63bPusebF5iu6ZLkRDt-CXoDxoTuyaCxBH_UfYg1PYWpHQ7_SyQfEA3wQDCOZ_5ZL3ikyZ7gD2JKG9jRGqzZWJcCqinJh_INf7RJqcBqDUr64OQjae4xQPNRgbkCgcZHoFBcpCbyxbbu5lOm3XSja-5dJL8xRMzlJP7ydWW2pKsRuq3ZtDYWvpbLjuvAcb9b9mzooMfp4gVYGa1QbcMHrKGjWS5YOlo_RtLy0yxiQ6VDy4JYjhTdpZ8EME0uvH3zCxEayZT4Io1HGIubA9slb7q5GxRzw-6NqKmHmCEUTSGuO81fg1iAaBLvJIuE8nPqMeXXoUqNHcIQWojITzatPtYaKig6LpGWrOMjwXP9PZ97bzowCqzSc1YYIJ5E7TwL-zEjNluYnd3I805_N6OcawnV7UcZFG9QL6aAXz362AHCzjo2JFEyiRKlqFRvyX3SaZAT8QkU9U6XjX5K02jmpEWhI-K0i-v_hjlx_Y1NGz44yL9F2LxDWFQat0RcDGkDhv4i2oyjlFDDtQGDc7hSdYcw48cVxyP4p7mYPlGjEH0T7AWVYgYBVys6OoUCsSgJoLeJrEJfmRN4cPjDUkfT5KG6NG16pCIhAscmkrJyDlMQNpnnxZ63iPDWnoQrTR-AGdBxB4Zinooa_25giL4rPqcMpxtiWqhedkJnKNxKyblfvnQsXpFB9W8LkNCPEGHnU37BQVnuQmjhOxal8DSPjZlYrJLR8vYg4U_boItEgv9e2A2Uyxsv9reL5uPVubujA-1J0kVmhuI0IIz2p7Q9gi2CwkcBwPi6Sw1yYsdXxgdkWaJqPqwkGcadRzaMc4RuTgqp0B_JLZZ9ohQfqcqOVqllI1qyNZhjpO2uFDhrQ1j8/https://www.amazon.in/iPhone-16-Pro-128-GB/dp/B0DGJ3THPR/ref=sxin_15_sbv_search_btf?content-id=amzn1.sym.288d7cd9-bdfb-4778-882a-c15de0f76151%3Aamzn1.sym.288d7cd9-bdfb-4778-882a-c15de0f76151&cv_ct_cx=mobile+phones&keywords=mobile+phones&pd_rd_i=B0DGJ3THPR&pd_rd_r=942fadd1-eafe-4fa2-8aeb-7aea09e94c60&pd_rd_w=EfbgK&pd_rd_wg=yfVbn&pf_rd_p=288d7cd9-bdfb-4778-882a-c15de0f76151&pf_rd_r=NM06M0S7YRZ82KY37M7X&qid=1738303086&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-9131241a-a358-4619-a7b8-0f5a65d91d81,39,4,7,Mobile Phones,104.0
